,id,phases,sponsor,collaborators,interventions,locations,enrollment,conditions,Start Date,Max Phase
512,NCT04420598,Phase 2,MedSIR,Daiichi Sankyo,"(DS-8201a),Trastuzumab deruxtecan","Portugal,Spain",41,"Leptomeningeal Metastasis,HER2-positive Breast Cancer,Advanced Breast Cancer,Brain Metastases",2020-05-25,2
513,NCT01030536,"Phase 2,Phase 1",MedImmune LLC,,"CAT-8015 30 mcg/kg,CAT-8015 20 mcg/kg,CAT-8015 60 mcg/kg,CAT-8015 50 mcg/kg,CAT-8015 40 mcg/kg","United States,Poland",23,"Non-Hodgkin Lymphoma,Chronic Lymphocytic Leukemia",2010-02-15,2
514,NCT00659425,Phase 1,MedImmune LLC,National Cancer Institute (NCI),CAT-8015 (Moxetumomab Pasudotox),"Canada,United States",57,"Non-Hodgkin's Lymphoma,Acute Lymphoblastic Leukemia",2008-09-01,1
515,NCT00586924,Phase 1,MedImmune LLC,Cambridge Antibody Technology,"CAT 8015 (Moxetumomab Pasudotox),Moxetumomab Pasudotox (CAT 8015)","United States,Poland",49,Hairy Cell Leukemia,2007-05-10,1
516,NCT06448013,Phase 1,M.D. Anderson Cancer Center,"Kura Oncology, Inc.","ABT-199,Mylotarg,Venetoclax,GDC-0199,Ziftomenib,Gemtuzumab ozogamicin,Gemtuzumab",United States,22,Acute Myeloid Leukemia,2024-11-29,1
517,NCT06254495,Phase 1,Seagen Inc.,,SGN-35C,United States,170,"Lymphoma, Large-Cell, Anaplastic,Lymphoma, T-Cell, Peripheral,Hodgkin Disease,Lymphoma, Large B-Cell, Diffuse",2024-05-31,1
518,NCT06186986,Phase 3,University Medical Center Groningen,Takeda,"Brentuximab vedotin,89ZR-Brentuximab",,20,Diffuse Large B-cell-lymphoma,2024-01-01,3
519,NCT06120504,Phase 1,Seagen Inc.,,SGN-35T,"United States,Spain",110,"Lymphoma, Large-Cell, Anaplastic,Lymphoma, T-Cell, Cutaneous,Lymphoma, Large B-Cell, Diffuse,Lymphoma, T-Cell, Peripheral,Hodgkin Disease,Lymphoma, Non-Hodgkin",2024-02-29,1
520,NCT05442554,Phase 4,Takeda,,"SGN-35,Brentuximab vedotin",China,10,T-Cell Lymphoma,2023-07-20,4
521,NCT05414500,Phase 1,University of Alabama at Birmingham,"Kyowa Kirin, Inc.,Seagen Inc.","Brentuximab vedotin,Mogamulizumab",United States,10,"Cutaneous T Cell Lymphoma,Mycosis Fungoides",2023-05-01,1
522,NCT05357794,Phase 2,M.D. Anderson Cancer Center,Seagen Inc.,"SGN-35,Adcetris,Brentuximab vedotin",United States,30,Mycosis Fungoides,2022-10-13,2
523,NCT05316246,Phase 2,Shanghai Zhongshan Hospital,"Takeda,BeiGene",Brentuximab Vedotin in Combination with Tislelizumab,,40,NK/T Cell Lymphoma Nos,2022-06-01,2
524,NCT04849910,"Phase 2,Phase 1",Vor Biopharma,,"VOR33,gemtuzumab ozogamicin,Mylotarg","Canada,United States",24,"Leukemia, Myeloid, Acute,Myelodysplastic Syndromes",2021-12-16,2
525,NCT01156753,Phase 2,Celldex Therapeutics,,"CDX-011,""Investigator's Choice"" chemotherapy",United States,120,Breast Cancer,2010-07-01,2
526,NCT04070768,Phase 1,John Quigley,"AbbVie,Pfizer","Venetoclax,Gemtuzumab Ozogamicin,GO",United States,18,Acute Myeloid Leukemia,2019-09-06,1
527,NCT00704158,"Phase 2,Phase 1",CuraGen Corporation,,CR011-vcMMAE,United States,42,Breast Cancer,2008-06-01,2
528,NCT03727750,Phase 4,Pfizer,,Gemtuzumab Ozogamicin,"Hungary,Poland,Spain,Canada,United States,United Kingdom",51,"Safety,ECG,Pharmacokinetics",2019-07-03,4
529,NCT03671018,"Phase 2,Phase 1",Hoffmann-La Roche,,"Mosunetuzumab (IV),Mosunetuzumab (SC),BTCT4465A,Rituximab,Polatuzumab vedotin,Tocilizumab","Belgium,Spain,Canada,United States,United Kingdom",422,B-cell Non-Hodgkin Lymphoma,2018-09-25,2
530,NCT03587844,Phase 2,Memorial Sloan Kettering Cancer Center,Seagen Inc.,brentuximab vedotin,United States,58,"Mycosis Fungoides,Lymphomatoid Papulosis,Sezary Syndrome",2018-07-03,2
531,NCT00412828,"Phase 2,Phase 1",CuraGen Corporation,,CR011-vcMMAE,United States,117,Unresectable Stage III or Stage IV Melanoma,2006-06-01,2
532,NCT03374332,Phase 2,Brown University,"The Miriam Hospital,Rhode Island Hospital,Pfizer","Mylotarg,Donor Leukocytes,Gemtuzumab Ozogamicin (GO)",United States,11,Acute Myeloid Leukemia,2019-12-31,2
533,NCT03264131,Phase 2,UNC Lineberger Comprehensive Cancer Center,Seagen Inc.,"CHEP,Brentuximab Vedotin",United States,16,"Adult T-Cell Leukemia/Lymphoma,Lymphatic Diseases,Lymphoma",2018-10-15,2
534,NCT03222492,"Phase 2,Phase 1",National Institute of Allergy and Infectious Diseases (NIAID),"Rho Federal Systems Division, Inc.,PPD,Seagen Inc.,Immune Tolerance Network (ITN)","Adcetris®,Placebo,Placebo for brentuximab vedotin,Brentuximab Vedotin",United States,17,"Scleroderma,Diffuse Cutaneous Systemic Sclerosis,dcSSc",2017-09-20,2
535,NCT03217643,Phase 2,Imagine Institute,Takeda,Brentuximab Vedotin,France,14,Enteropathy Associated T-cell Lymphoma,2018-02-07,2
536,NCT05834296,"Phase 2,Phase 1","Alzamend Neuro, Inc.","bioRASI, LLC","Placebo,ALZN002 (autologous DCs pulsed with E22W mutant peptide).",United States,30,Alzheimer Disease,2023-07-05,2
537,NCT02939014,Phase 2,Takeda,,Brentuximab Vedotin,China,39,"Lymphoma, Large-Cell, Anaplastic,Hodgkin Disease",2016-11-07,2
538,NCT02611323,"Phase 2,Phase 1",Hoffmann-La Roche,,"Venetoclax,Obinutuzumab,Rituximab,Polatuzumab Vedotin","Australia,United States,Italy",133,Non-Hodgkin's Lymphoma,2016-03-09,2
539,NCT02280785,Phase 2,Samsung Medical Center,"Millennium Pharmaceuticals, Inc.","Adcetris,Brentuximab vedotin","Korea, Republic of",33,Non-Hodgkin Lymphoma,2014-11-01,2
540,NCT02164006,Phase 1,"TG Therapeutics, Inc.",,"brentuximab vedotin: Adcetris,TGR-1202 + brentuximab vedotin",United States,16,Hodgkin's Lymphoma,2014-06-11,1
541,NCT01851200,Phase 2,Fondazione Michelangelo,"Millennium Pharmaceuticals, Inc.,Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","SGN-35,Brentuximab Vedotin,Adcetris",Italy,9,Germ Cell Cancer,2013-05-01,2
542,NCT01700751,Phase 1,Washington University School of Medicine,Seagen Inc.,"Adcetris,brentuximab vedotin",United States,17,"Leukemia, Acute Myeloid,Myelodysplastic Syndromes,Leukemia, Lymphoblastic,Acute",2013-02-25,1
543,NCT01691898,"Phase 2,Phase 1","Genentech, Inc.",,"GA101, Gazyva, Gazyvaro,Polatuzumab Vedotin,MabThera/Rituxan,Pinatuzumab Vedotin,DCDS4501A,Rituximab,Obinutuzumab,DCDT2980S","Germany,Italy,Canada,Netherlands,United States,France",231,"Follicular Lymphoma,Diffuse Large B-Cell Lymphoma",2012-09-27,2
544,NCT01596218,Phase 1,Massachusetts General Hospital,"Dana-Farber Cancer Institute,Seagen Inc.","SGN-35,Brentuximab Vedotin",United States,35,Graft vs. Host Disease,2012-07-01,1
545,NCT01578967,,UNC Lineberger Comprehensive Cancer Center,Seagen Inc.,"SGN-35,ABVD,Adcetris,Brentuximab vedotin",United States,41,"Hodgkin Lymphoma, Adult",2012-04-01,
546,NCT01508312,Phase 2,Memorial Sloan Kettering Cancer Center,"Hôpitaux Universitaires Henri Mondor, France,Seagen Inc.","brentuximab vedotin (SGN-35),Brentuximab Vedotin (SGN-35)",United States,46,Hodgkin's Lymphoma,2012-01-05,2
547,NCT01492088,"Phase 2,Phase 1","Millennium Pharmaceuticals, Inc.",,"SGN-35,ADCETRIS,Brentuximab vedotin","Germany,Mexico,Italy,Spain,Netherlands,United States,United Kingdom,France",36,"Relapsed or Refractory Anaplastic Large-cell Lymphoma,Relapsed or Refractory Hodgkin Lymphoma",2012-04-16,2
548,NCT01352520,Phase 2,M.D. Anderson Cancer Center,Seagen Inc.,"SGN-35,Brentuximab vedotin",United States,79,"Skin Lymphoma,Lymphomatoid Papulosis,Lymphoma, Primary Cutaneous Anaplastic Large Cell,Mycosis Fungoides,Cutaneous Lymphomas,Hematologic Disorder,Lymphoma,CD-30 Positive Anaplastic Large T-cell Cutaneous Lymphoma",2011-06-01,2
549,NCT01290549,Phase 1,"Genentech, Inc.",,"Polatuzumab Vedotin,DCDS4501A,Rituximab","Canada,Netherlands,United States,France",95,"Non-Hodgkins Lymphoma,Chronic Lymphocytic Leukemia",2011-03-22,1
550,NCT01209130,Phase 1,"Genentech, Inc.",,"rituximab,DCDT2980S",United States,91,"Non-Hodgkin's Lymphoma, Chronic Lymphocytic Leukemia",2010-10-01,1
551,NCT00962767,Phase 3,Wyeth is now a wholly owned subsidiary of Pfizer,,"Arm A,Arm B,gemtuzumab ozogamicin,ATRA plus 6-MP and MTX",,168,"Leukemia, Myelocytic, Acute",2002-05-01,3
552,NCT00860639,Phase 3,Nantes University Hospital,"Chugai Pharmaceutical,French Innovative Leukemia Organisation","gemtuzumab ozogamycin (MYLOTARG ®),gemtuzumab ozogamycin",France,327,Acute Myeloid Leukemia,2007-10-01,3
553,NCT00304447,Phase 4,Wyeth is now a wholly owned subsidiary of Pfizer,,Mylotarg,,30,"Leukemia, Myelocytic, Acute,Infusions, Intravenous",2002-04-01,4
554,NCT00233909,"Phase 2,Phase 1",Kanisa Pharmaceuticals,,"gemtuzumab ozogamicin,Zosuquidar",,55,"Leukemia, Myeloid",2005-10-01,2
555,NCT00003673,Phase 2,Pfizer,,"chemotherapy,gemtuzumab ozogamicin",United States,55,Leukemia,1998-03-01,2
556,NCT00003131,Phase 2,Pfizer,,"chemotherapy,gemtuzumab ozogamicin",United States,55,Leukemia,1997-02-01,2
557,NCT00079755,Phase 2,Seagen Inc.,,SGN-30 (anti-CD30 mAb),United States,80,Anaplastic Large-Cell Lymphoma,2004-02-01,2
558,NCT00017589,Phase 2,Genta Incorporated,,"oblimersen sodium,gemtuzumab ozogamicin",United States,,Leukemia,2000-12-01,2
559,NCT00044733,Phase 2,Wyeth is now a wholly owned subsidiary of Pfizer,,Mylotarg (gemtuzumab ozogamicin) Injection,United States,38,Acute Myelogenous Leukemia,2000-03-01,2
560,NCT00037583,Phase 2,Wyeth is now a wholly owned subsidiary of Pfizer,,Gemtuzumab Ozogamicin,,69,Acute Myeloid Leukemia,,2
561,NCT05687032,Phase 4,Pfizer,,"inotuzumab ozogamicin,Besponsa",China,44,Acute Lymphoblastic Leukemia,2023-02-24,4
562,NCT02423928,Phase 1,Alden Cancer Therapy II,"Norwegian Radium Hospital,Haukeland University Hospital","Sendoxan,Yervoy,ipilimumab,ACT2001,Dendritic cell based cryoimmunotherapy,Cyclophosphamide",Norway,18,Prostate Cancer,2015-05-01,1
563,NCT04553770,Phase 2,Jonsson Comprehensive Cancer Center,"Daiichi Sankyo Co., Ltd.,Translational Research in Oncology-U.S","Enhertu,WHO 10516,ZD-1033,Anastrazole,ICI-D1033,DS-8201,Therapeutic Conventional Surgery,Arimidex,Anastrozole,Fam-trastuzumab Deruxtecan-nxki,ICI D1033,DS-8201a,Trastuzumab Deruxtecan",United States,88,"Stage IIB Breast Cancer,Early-stage Breast Cancer,Stage III Breast Cancer,Stage IIA Breast Cancer,Invasive Breast Cancer,Hormone Receptor Positive Breast Carcinoma,Stage II Breast Cancer",2020-10-09,2
564,NCT03983954,Phase 1,NeoTX Therapeutics Ltd.,AstraZeneca,"Naptumomab estafenatox (ABR-217620; NAP) and durvalumab (IMFINZI; MEDI4736),Obinutuzumab pretreatment (Gazyva®) Naptumomab estafenatox (ABR-217620; NAP) and durvalumab (IMFINZI; MEDI4736)",Israel,60,"Colorectal Cancer Metastatic,GastroEsophageal Cancer,Cervical Squamous Cell Carcinoma,Urothelial Cancer,Hepatocellular Carcinoma,Renal Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Endometrial Cancer,Pancreatic Adenocarcinoma,Ovarian Cancer,Prostate Cancer,Bladder Cancer,Triple Negative Breast Cancer,NSCL2 Gene Mutation,NSCLC,ER+ Breast Cancer,Melanoma,HER2-negative Breast Cancer,Mesothelioma",2019-10-10,1
565,NCT00346385,Phase 1,"ImmunoGen, Inc.",,"IMGN901,BB-10901","United States,United Kingdom",97,"Ovarian Cancer,SCLC,Merkel Cell Carcinoma",2002-03-01,1
566,NCT00346255,Phase 1,"ImmunoGen, Inc.",,"IMGN901,BB-10901","United States,Argentina",37,Multiple Myeloma,2005-04-01,1
567,NCT00065429,"Phase 2,Phase 1","ImmunoGen, Inc.",,BB-10901,United States,64,Small Cell Lung Cancer,2003-04-01,2
568,NCT01363297,Phase 2,Pfizer,UCB Pharma,"CMC-544,Inotuzumab Ozogamicin",United States,72,Acute Lymphocytic Leukemia,2011-08-01,2
569,NCT00868608,Phase 2,Pfizer,UCB Pharma,"inotuzumab ozogamicin,Inotuzumab Ozogamicin (CMC-544)","Germany,Hungary,Belgium,Korea, Republic of,Netherlands,Hong Kong,Singapore,United States,Japan",81,Lymphoma,2009-07-30,2
570,NCT00717925,Phase 1,Wyeth is now a wholly owned subsidiary of Pfizer,,Inotuzumab Ozogamicin (CMC-544),,13,"Lymphoma, B-Cell",2007-03-01,1
571,NCT06155383,Phase 2,"RemeGen Co., Ltd.",,"Disitamab Vedotin,oxaliplatin,JS001,Toripalimab,RC48,Capecitabine",China,90,"Gastric Cancer,Gastroesophageal Junction Adenocarcinoma",2023-11-27,2
572,NCT00073749,Phase 1,Pfizer,,Inotuzumab ozogamicin [CMC-544],"Germany,Belgium,Spain,United States,Switzerland,United Kingdom,France",79,"Lymphoma, B-Cell",2003-08-01,1
573,NCT05089734,Phase 3,Gilead Sciences,,"Docetaxel,Sacituzumab Govitecan-hziy (SG),IMMU-132,GS-0132","Poland,Brazil,Belgium,Israel,Italy,Netherlands,United Kingdom,Mexico,Australia,United States,Japan,Germany,Puerto Rico,Austria,Portugal,Spain,Canada,Greece,Turkey,France",603,Non-Small Cell Lung Cancer,2021-11-17,3
574,NCT05006794,Phase 1,Gilead Sciences,,"GS-9716,Docetaxel,sacituzumab govitecan-hziy","Israel,United States",195,Solid Malignancies,2021-09-15,1
575,NCT01134575,Phase 2,M.D. Anderson Cancer Center,Wyeth is now a wholly owned subsidiary of Pfizer,"rituxan,CMC-544 (Inotuzumab Ozogamycin),Rituximab",United States,90,Acute Lymphoblastic Leukemia,2010-06-04,2
576,NCT00867087,Phase 2,Pfizer,UCB Pharma,"rituximab,inotuzumab ozogamicin (CMC-544),cmc-544","Germany,Korea, Republic of,Singapore,United States,United Kingdom,France",64,"Lymphoma, B-Cell",2009-06-08,2
577,NCT00724971,Phase 1,Pfizer,,"Rituximab (Rituxan),Inotuzumab Ozogamicin (CMC-544)",Japan,10,"Lymphoma, B-Cell",2008-07-04,1
578,NCT06221748,"Phase 3,Phase 2","RemeGen Co., Ltd.",,"AK104, Cadonilimab Injection,Paclitaxel Injection,Disitamab Vedotin Injection,Cadonilimab Injection,DV,RC48",China,90,"Gastric Cancer,Gastroesophageal Junction Adenocarcinoma",2024-02-22,3
579,NCT06081244,Phase 2,West German Study Group,"Merck Sharp & Dohme LLC,Gilead Sciences","Pembrolizumab,Sacituzumab govitecan,Trodelvy,Keytruda",,348,Triple Negative Breast Cancer,2024-04-01,2
580,NCT00299494,"Phase 2,Phase 1",Pfizer,UCB Pharma,"inotuzumab ozogamicin,CMC-544,Rituximab","Germany,Belgium,Poland,Italy,Korea, Republic of,Spain,Netherlands,Hong Kong,Australia,United States,Switzerland,United Kingdom,France",119,B-Cell Lymphoma,2006-05-04,2
581,NCT05675579,Phase 2,M.D. Anderson Cancer Center,Gilead Sciences,"KEYTRUDA®,Sacituzumab Govitecan,Pembrolizumab,(IMMU-132) Immunomedics",United States,25,Breast Cancer,2023-05-23,2
582,NCT05480384,Phase 2,Brown University,AstraZeneca,"ENHERTU,OPDIVO,Nivolumab,Trastuzumab deruxtecan",United States,25,"HER-2 Protein Overexpression,Esophageal Adenocarcinoma,Gastroesophageal-junction Cancer,Esophageal Cancer",2023-07-14,2
583,NCT02590263,"Phase 2,Phase 1",AbbVie,,"Temozolomide,Whole Brain Radiation,ABT-414,Mafodotin,Depatuxizumab",Japan,53,"Glioblastoma Multiforme,Malignant Glioma",2015-08-24,2
584,NCT05186974,Phase 2,Gilead Sciences,Merck Sharp & Dohme LLC,"Paraplatin®,Carboplatin,KEYTRUDA®,Cisplatin,Pembrolizumab,GS-0132,Sacituzumab Govitecan-hziy (SG),IMMU-132,Platinol®","Germany,Italy,Korea, Republic of,Spain,Canada,Hong Kong,Taiwan,Malaysia,Australia,United States,United Kingdom,France",193,Non-small Cell Lung Cancer,2022-05-30,2
585,NCT04863885,"Phase 2,Phase 1",H. Lee Moffitt Cancer Center and Research Institute,"Bristol-Myers Squibb,Gilead Sciences","Trodelvy,Ipilimumab,Opdivo,Nivolumab,Yervoy,Sacituzumab govitecan",United States,46,Metastatic Urothelial Carcinoma,2021-04-30,2
586,NCT04794699,Phase 1,IDEAYA Biosciences,,"Paclitaxel,Docetaxel,Sacituzumab govitecan,IDE397","Germany,Korea, Republic of,Spain,Taiwan,Australia,United States,France",180,Solid Tumor,2021-04-14,1
587,NCT01800695,Phase 1,AbbVie,,"ABT-414,Temozolomide,Depatuxizumab Mafodotin,Whole Brain Radiation",,202,Glioblastoma Multiforme,2013-04-02,1
588,NCT04527991,Phase 3,Gilead Sciences,,"Vinflunine,Javlor ®,GS-0132,Paclitaxel,Docetaxel,IMMU-132,Taxotere®,Sacituzumab Govitecan-hziy,Taxol®,Trodelvy™","Georgia,Belgium,Israel,Italy,Taiwan,United Kingdom,China,Hong Kong,Singapore,Australia,Ireland,Bulgaria,Switzerland,Sweden,United States,Germany,Puerto Rico,Austria,Portugal,Korea, Republic of,Croatia,Canada,Spain,Greece,Turkey,Czechia,France",696,Locally Advanced or Metastatic Unresectable Urothelial Cancer,2021-01-13,3
589,NCT04468061,Phase 2,Dana-Farber Cancer Institute,"Merck Sharp & Dohme LLC,Gilead Sciences","Trodelvy,Pembrolizumab,IMMU-132,Sacituzumab Govitecan,Keytruda",United States,110,"Breast Cancer,Triple Negative Breast Cancer,PD-L1 Negative",2020-07-20,2
590,NCT04448886,Phase 2,"Ana C Garrido-Castro, MD","Merck Sharp & Dohme LLC,Gilead Sciences","Pembrolizumab,Sacituzumab Govitecan,TRODELVY,Keytruda",United States,110,"HER2-negative Breast Cancer,Invasive Breast Cancer,Metastatic Breast Cancer,HR-Positive Breast Cancer",2020-09-23,2
591,NCT04230109,Phase 2,Massachusetts General Hospital,Gilead Sciences,"Sacituzumab Govitecan,Pembrolizumab,IMMU-132",United States,260,"PR-Negative Breast Cancer,ER-Negative Breast Cancer,Triple Negative Breast Cancer,Invasive Breast Cancer,HER2-negative Breast Cancer",2020-07-14,2
592,NCT06467357,Phase 3,AstraZeneca,"Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo","DS-8201a; T-DXd,Rilvegostomig,Cisplatin,Agilent HercepTest™ mAb pharmDx,Durvalumab,Trastuzumab deruxtecan,Ventana PD-L1 SP263 assay,Gemcitabine","Germany,Austria,Belgium,Korea, Republic of,Brazil,Canada,Netherlands,Taiwan,Japan",620,Biliary Tract Cancer,2024-06-26,3
593,NCT03533283,"Phase 2,Phase 1",Hoffmann-La Roche,,"Polatuzumab Vedotin,Atezolizumab,Glofitamab,RO7082859,Actemra,89Zr-Df-IAB22M2C,Obinutuzumab,Tocilizumab","Belgium,Israel,Italy,Spain,Denmark,United States,United Kingdom",280,Non-Hodgkins Lymphoma,2018-05-08,2
594,NCT03310957,"Phase 2,Phase 1",Seagen Inc.,Merck Sharp & Dohme LLC,"KEYTRUDA®,Pembrolizumab,LV,ladiratuzumab vedotin,SGN-LIV1A","Germany,United States,Korea, Republic of,Spain",186,Triple Negative Breast Neoplasms,2018-02-27,2
595,NCT00132379,Phase 1,Active Biotech AB,,"CD3; 5T4FabV18-SEA/E-120; naptumomab estafenatox; Anyara,ABR-217620,Taxotere,docetaxel","Russian Federation,United States,Denmark",13,"Carcinoma, Non-Small-Cell Lung",2005-11-01,1
596,NCT02696642,Phase 1,Bayer,,Anetumab ravtansine (BAY94-9343),"Moldova, Republic of,France",54,Neoplasms,2016-04-14,1
597,NCT05417594,"Phase 2,Phase 1",AstraZeneca,,"Temozolomide,[11C]AZ1419 3391,AZD9574,Trastuzumab Deruxtecan (T-DXd),Datopotamab Deruxtecan (Dato-DXd)","Germany,Korea, Republic of,Spain,Australia,United States,Sweden,United Kingdom",490,Advanced Solid Malignancies,2022-08-04,2
598,NCT02610140,Phase 2,Bayer,ImmunoGen and MorphoSys,"Vinorelbine,Anetumab ravtansine (BAY94-9343)","Russian Federation,Poland,Belgium,United States,Italy,Korea, Republic of,Spain,Canada,Netherlands,Turkey,Australia,Finland,United Kingdom,France",248,Mesothelioma,2015-12-03,2
599,NCT04880863,Phase 2,NeoTX Therapeutics Ltd.,Translational Drug Development,"ABR-217620,Anyara,Gazyva,Docetaxel,Obinutuzumab,Taxotere,NAP (Naptumomab estafenatox)",United States,38,Non-small Cell Lung Cancer,2021-10-26,2
600,NCT04609566,Phase 2,Seagen Inc.,Merck Sharp & Dohme LLC,"pembrolizumab,KEYTRUDA®,ADCETRIS,brentuximab vedotin","Canada,United States",140,"Melanoma,Squamous Cell Carcinoma of the Head and Neck,Non-small Cell Lung Cancer",2021-01-26,2
601,NCT04539938,Phase 2,Seagen Inc.,,"TUKYSA, ARRY-380, ONT-380,tucatinib,T-DXd, Enhertu, DS-8201,trastuzumab deruxtecan",United States,70,HER2 Positive Breast Cancer,2020-12-01,2
602,NCT01609556,Phase 1,"ImmunoGen, Inc.",,"Mirvetuximab soravtansine,IMGN853","Canada,United States",206,Tumors,2012-06-28,1
603,NCT02729896,"Phase 2,Phase 1",Hoffmann-La Roche,,"Atezolizumab [TECENTRIQ],Obinutuzumab,Rituximab,Polatuzumab Vedotin","Germany,United States,Poland",36,Lymphoma,2016-11-09,2
604,NCT02684292,Phase 3,Merck Sharp & Dohme LLC,,"MK-3475,KEYTRUDA®,brentuximab vedotin,ADCETRIS®,pembrolizumab",,304,Hodgkin Lymphoma,2016-05-23,3
605,NCT02600897,"Phase 2,Phase 1",Hoffmann-La Roche,,"Polatuzumab Vedotin,Obinutuzumab,Rituximab,Lenalidomide","United States,United Kingdom,Spain",114,"Relapsed or Refractory Follicular Lymphoma, Relapsed or Refractory Diffuse Large B-Cell Lymphoma",2016-03-24,2
606,NCT02581631,"Phase 2,Phase 1",Bristol-Myers Squibb,Seagen Inc.,"Brentuximab Vedotin,Nivolumab","Italy,Spain,Canada,United States,United Kingdom,France",145,Non-Hodgkin's Disease,2016-02-11,2
607,NCT05171647,Phase 3,Hoffmann-La Roche,,"Mosunetuzumab,Oxaliplatin,Rituximab,Polatuzumab vedotin,Gemcitabine,Tocilizumab","Russian Federation,China,Mexico,Peru,Israel,Argentina,Thailand,Brazil,Korea, Republic of,Canada,Turkey,New Zealand,United States,Japan",222,Non-Hodgkin Lymphoma,2022-04-25,3
608,NCT05097599,Phase 2,Strata Oncology,"Merck Sharp & Dohme LLC,Gilead Sciences,Pfizer","encorafenib + binimetinib,lorlatinib,axitinib,talazoparib,sacituzumab govitecan",United States,700,"Cancer,Advanced Solid Tumor",2021-11-19,2
609,NCT02429375,"Phase 2,Phase 1",Memorial Sloan Kettering Cancer Center,MethylGene Inc.,"SGN-35,Mocetinostat Plus Brentuximab Vedotin,MGCD0103",United States,7,Hodgkin Lymphoma,2015-04-22,2
610,NCT04958785,Phase 2,Gilead Sciences,,"Nab-Paclitaxel,Trodelvy®,Magrolimab,GS-0132,Paclitaxel,Abraxane,Sacituzumab Govitecan-hziy,Taxol®,GS-4721","Korea, Republic of,Hong Kong,Taiwan,Australia,United States,United Kingdom",92,Triple-Negative Breast Cancer,2021-12-14,2
611,NCT02086604,Phase 1,Washington University School of Medicine,"Seagen Inc.,Celgene","Adcetris®,Revlimid®,Brentuximab vedotin,Lenalidomide",United States,37,"Lymphoma, Large B-Cell, Diffuse",2014-09-18,1
612,NCT04733118,Phase 2,MedSIR,Hoffmann-La Roche,"Trastuzumab and Pertuzumab (FDC SC) and T-DM1,Phesgo,Trastuzumab emtansine,Kadcyla","Germany,Hungary,Italy,Spain,Bulgaria",393,Early Breast Cancer,2021-08-05,2
613,NCT04622319,Phase 3,Daiichi Sankyo,"AstraZeneca,NSABP Foundation Inc,Spanish Breast Cancer Research Group (SOLTI),German Breast Group","T-DM1,Trastuzumab deruxtecan (T-DXd),DS-8201a,Trastuzumab emtansine (T-DM1)","Poland,Brazil,Belgium,Peru,Israel,Italy,Netherlands,Taiwan,Denmark,United Kingdom,Romania,Mexico,China,Argentina,Hong Kong,Singapore,Australia,Ireland,United States,Japan,Russian Federation,Germany,Portugal,Korea, Republic of,Spain,Canada,Chile,Greece,Turkey,Czechia,France",1600,"Residual Invasive Breast Cancer,HER2-Positive Primary Breast Cancer",2020-12-04,3
614,NCT04404283,Phase 3,Seagen Inc.,,"Placebo,Brentuximab vedotin,Rituximab,Lenalidomide","Germany,Poland,Belgium,Italy,Korea, Republic of,Spain,Canada,Netherlands,United Kingdom,Taiwan,Czechia,Australia,United States,Switzerland,Denmark,France",240,Diffuse Large B-cell Lymphoma,2020-08-20,3
615,NCT04182204,Phase 3,Hoffmann-La Roche,,"Polatuzumab Vedotin,Oxaliplatin,Mabthera; Rituxan,Rituximab,Gemcitabine","Germany,China,Mexico,India,United States,Italy,Korea, Republic of,Brazil,Finland,Canada,Spain,Greece,Turkey,Ireland,United Kingdom,France",270,Diffuse Large B-Cell Lymphoma,2020-02-07,3
616,NCT03742102,"Phase 2,Phase 1",AstraZeneca,,"Capivasertib,MEDI4736,AZD5363,MEDI9447,Durvalumab,Trastuzumab deruxtecan,Paclitaxel,Oleclumab,Dato-DXd; DS-1062a,DS-8201a,Datopotamab deruxtecan","Poland,Korea, Republic of,Canada,Taiwan,United States,United Kingdom",240,Triple Negative Breast Neoplasms,2018-12-21,2
617,NCT06324357,"Phase 2,Phase 1",Boehringer Ingelheim,,"Trastuzumab emtansine,T-DXd; Enhertu®,BI 1810631,T-DM1; Kadcyla®,Trastuzumab deruxtecan,Zongertinib",United States,240,"Esophageal Adenocarcinoma,Metastatic Gastric Adenocarcinoma,Metastatic Breast Cancer,Gastroesophageal Junction Adenocarcinoma",2024-05-23,2
618,NCT06313086,Phase 3,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",,"T -DM1,DP303c,trastuzumab emtansine",China,442,HER2-positive Breast Cancer,2024-03-13,3
619,NCT06126640,Phase 3,"Jiangsu HengRui Medicine Co., Ltd.",,"SHR-A1811,Trastuzumab Emtansine",,1200,HER2-Positive Primary Breast Cancer Participants With Residual Invasive Disease Following Neoadjuvant Therapy,2023-11-01,3
620,NCT05904106,Phase 2,Technische Universität Dresden,"AbbVie,University Hospital Heidelberg","Venetoclax plus Azacitidine,standard of care chemotherapy plus gemtuzumab ozogamicin",Germany,146,Acute Myeloid Leukemia,2023-08-01,2
